client_name,campaign_name,goal,remaining,daily,weekly,url,sale_price,start_date,status,vendor,curator_status,playlists,notes,last_modified,sp_vendor_updates,spotify_campaign
"Right Call","The All-American Rejects - Search Party",250000,0,0,0,"https://open.spotify.com/track/2G348SqVbsQYYvCsQpLpnY",0,"9/19/2025","Active","Glenn","","","","","",""
"Right Call","The All-American Rejects - Search Party",519000,0,0,0,"https://www.dropbox.com/scl/fi/tovy8xmwvfg2cub3cxi78/SEARCH-PARTY_MIX-1-voc-up-inserts-250527_-eq-6-2-96Khz-24Bit.wav?rlkey=l4nz86bcuf37u9meq1h87ie0h&e=1&st=g13zq4bj&dl=0",0,"9/19/2025","Active","Club Restricted","","","","","",""
"The Big Blind","The Big Blind - Dancing With My Demons",20000,0,0,0,"https://open.spotify.com/track/5JbdBzO08p7fDFaNILxWkj?si=fa6ecea0b7924aab",0,"9/18/2025","Active","Club Restricted","TBD","","Avoid Phonk/Workout Playlists :)","","",""
"The Big Blind","The Big Blind - I Still Don't Know Why",20000,0,0,0,"https://soundcloud.com/the-big-blind/still-dont-know-why/s-h849su8R8Ho?ref=clipboard&p=i&c=1&si=A672FD36D1C44957A610D703089879F4&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing",0,"7/30/2025","Pending","Club Restricted","Accepted","","Just avoid workout and Phonk playlists please.","","",""
"The Big Blind","Mr. Tincho & The Big Blind - I Don't Need It",5000,3786,14,157,"https://open.spotify.com/track/4YBJglFQJvKTVYH534iAs2?si=b36ca9f6e2b946a6",0,"7/25/2025","Active","Club Restricted","Accepted","- Hits 80's y 90's [NEW]","Avoid workout playlists please. If possible, preferred location is Spain, that is where both artists are based in.","9/18/2025 1:43pm","",""
"Birdsall","Birdsall - Afters",30000,0,0,0,"https://open.spotify.com/track/6uP0nzronDSxjRkqMLGZfi",0,"9/17/2025","Active","Club Restricted","TBD","","","","",""
"dack janiels","Insidius - Sweet Suffering",5000,0,0,0,"https://open.spotify.com/track/6ZMgo0KA3BC94bD41q4Ysv",0,"9/17/2025","Active","Golden Nugget","","","Waiting on Spotify Link --> hit up Jared","","",""
"dack janiels","Dack Janiels - Chat To Me",10000,6294,32,247,"https://open.spotify.com/track/3rVn268gtCq7wQl6TonOEg",0,"6/13/2025","Active","Moon","Accepted","- BEST DUBSTEP OF ALL TIME [NEW]","","9/18/2025 10:40am","",""
"dack janiels","Dack Janiels - Chat To Me",10000,10000,0,0,"https://open.spotify.com/track/3rVn268gtCq7wQl6TonOEg",0,"6/13/2025","Active","Levianth","Accepted","","","6/14/2025 6:42pm","",""
"dack janiels","Dack Janiels - Circadian Riddim",10000,1536,47,317,"https://open.spotify.com/album/10k841H02MM0yjVdObkE6z?si=Z1nGbqy5TeqJrSK2wZEbFw",0,"5/6/2025","Active","Golden Nugget","Accepted","- DUBSTEP BRUTAL DROPS","","9/18/2025 10:41am","",""
"dack janiels","Dack Janiels - Shock Therapy",100000,80831,45,288,"https://open.spotify.com/track/23qcYNm5ncqa2atmkSK63J",0,"4/4/2025","Active","Golden Nugget","Accepted","- DUBSTEP BRUTAL DROPS","","9/18/2025 10:46am","",""
"dack janiels","Dack Janiels - Depression Dub",10000,-100,0,0,"https://open.spotify.com/track/465zBiserSbOSidTDMSzz9",0,"1/23/2025","Complete","Golden Nugget","Accepted","- DUBSTEP BRUTAL DROPS","","4/2/2025 10:00pm","",""
"Andrea Botez","Andrea Botez - Lights",20000,0,0,0,"https://open.spotify.com/track/3D5Kztz2QWHnQbn3OVXkAs",0,"9/12/2025","Active","Glenn","TBD","","https://open.spotify.com/artist/2Csf1qoijHi5nMt2mMJcjd - need SFA","","",""
"Andrea Fiamberti","M•SOL & AYKO - Dance on my Own",10000,0,0,0,"https://open.spotify.com/track/3f17bkGqd9E9JnceqVWLAQ",0,"9/12/2025","Active","Club Restricted","","","","","",""
"Andrea Fiamberti","ORCASOUND - Kiki (PiNUS & Timix Remix )",10000,0,0,0,"https://www.dropbox.com/scl/fo/8xdawzy9crmp6jrc3kwsn/AAoAED3dqQ4KYMSSYpytd_M?rlkey=03vly83qbisty5rkccuwt0mev&st=mpnnytz7&dl=0",0,"8/25/2025","Active","Club Restricted","Accepted","- Lagu Dj TikTok Terbaru 2025 [NEW]","","","",""
"Poni - Hollow Eyes","Poni - Hollow Eyes",10000,0,0,0,"https://open.spotify.com/track/5Hll0VnfUadaDUMy8EESlx?si=aba3b0e24bc54cb6",0,"9/12/2025","Cancelled","","","","","","",""
"Sophy Winter","Sophy Winter - The Butterfly Effect",20000,19856,123,144,"https://open.spotify.com/track/39Lx4OkM2rGj1fnQ0v5yBs",0,"9/12/2025","Active","Club Restricted","Accepted","- tiktok football edits [NEW]","Please make sure song is pitched ahead of release","9/18/2025 8:17pm","",""
"It's A Ten Records","Yung Pooda - Night Talks With God",500000,0,0,0,"https://soundcloud.com/artistinfluence/ntwg-explicit/s-MzRMcQuXHJ7?si=87ed4bd8dfc44c478436f0fe6e5f922b&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing",0,"9/12/2025","Active","Club Restricted","TBD","","","","",""
"It's A Ten Records","Yung Pooda - Pop Yo Shit Shawty",15000,-979,326,2306,"https://open.spotify.com/track/16lTsrXXxbwPW2YvdLvuon",0,"5/23/2025","Complete","Glenn","Accepted","- Rap 2025","","9/4/2025 3:18pm","",""
"illadelph","illedelph - the way it was",10000,0,0,0,"https://open.spotify.com/track/1Q1dJbo4IJnlHyhIuptAxe?si=M1ndgnuTQT6kzE3AT2tTNQ",0,"9/10/2025","Active","Club Restricted","Accepted","","","","",""
"TGUT","TGUT - GTFOTW",20000,0,0,0,"https://youtu.be/XpXEK4YlENU",0,"9/9/2025","Paused","Levianth","","","","","",""
